% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2020
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2020 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2020, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200012	  0.09455287	  0.06551249	  0.01251550	
200101	 -0.12274046	 -0.03211851	  0.06717590	
200102	 -0.05092262	 -0.06830126	  0.04410488	
200103	 -0.05356593	  0.02606474	  0.07493597	
200104	 -0.06987601	  0.09671429	  0.00720623	
200105	  0.09954220	  0.11431023	  0.02824975	
200106	  0.01812214	  0.08795079	  0.00863938	
200107	 -0.05760839	 -0.01181258	  0.03940709	
200108	 -0.05918967	  0.05346856	  0.04917717	
200109	 -0.04001124	 -0.12075200	 -0.09614687	
200110	  0.06750318	  0.09859980	  0.03436219	
200111	  0.02172982	 -0.00686117	  0.03403360	
200112	  0.01213315	  0.05148237	  0.06832721	
200201	 -0.06641042	 -0.01148139	 -0.01381893	
200202	 -0.01288312	 -0.01225322	  0.01875624	
200203	  0.06245949	  0.02812645	  0.09067946	
200204	 -0.10761163	 -0.03072285	  0.05186019	
200205	 -0.03307563	 -0.04502430	  0.05181003	
200206	 -0.11723814	 -0.05980103	 -0.01103010	
200207	 -0.06584271	  0.00250204	 -0.05821796	
200208	 -0.02522422	 -0.00489303	  0.00649224	
200209	 -0.16797639	 -0.08964159	 -0.01369389	
200210	 -0.30823560	 -0.14990174	  0.03624659	
200211	 -0.03837434	  0.01446158	  0.03130342	
200212	 -0.17782172	 -0.00864970	 -0.01317645	
200301	 -0.08465907	 -0.08618082	 -0.02752884	
200302	 -0.03939023	 -0.03747144	  0.00942072	
200303	 -0.10795871	 -0.06923378	  0.00023824	
200304	 -0.04887726	 -0.00542472	  0.03949970	
200305	  0.02457069	  0.01872342	  0.00823462	
200306	 -0.01817408	 -0.00180689	 -0.00849397	
200307	 -0.03600918	  0.01977671	  0.07017482	
200308	 -0.01141802	  0.00388104	  0.04095366	
200309	 -0.10607313	 -0.02360896	 -0.00853438	
200310	 -0.03841387	  0.01045955	  0.01757381	
200311	 -0.03986693	 -0.01345129	  0.00388611	
200312	 -0.02100347	  0.04471435	 -0.00362770	
200401	 -0.10874417	 -0.02210237	 -0.05535226	
200402	 -0.03671170	 -0.05885597	  0.01978400	
200403	  0.02246086	  0.06911137	  0.02585869	
200404	 -0.05308279	  0.01076408	 -0.01941858	
200405	 -0.00073459	 -0.01700483	  0.00523792	
200406	  0.05569876	  0.10868541	  0.02329126	
200407	 -0.02545175	 -0.00313869	  0.07586880	
200408	 -0.00230102	  0.03710707	  0.05541018	
200409	 -0.03196269	 -0.00359806	  0.00242620	
200410	  0.01158601	  0.01809989	 -0.00133590	
200411	 -0.02955091	  0.02246991	  0.01181586	
200412	 -0.06775589	 -0.01238552	 -0.03279303	
200501	 -0.00726864	  0.01169595	  0.03836039	
200502	 -0.05554753	 -0.00404260	  0.04569122	
200503	 -0.01899739	  0.00221408	  0.00140555	
200504	 -0.12408557	 -0.09660015	 -0.05208414	
200505	  0.00727552	  0.05061077	  0.00557121	
200506	  0.00494863	  0.08058670	  0.04351283	
200507	  0.03251257	  0.04075686	  0.02228825	
200508	 -0.01193192	  0.01317995	  0.02368731	
200509	 -0.02287011	 -0.01949188	  0.03210042	
200510	 -0.04636212	  0.00974271	 -0.04433390	
200511	  0.08811102	  0.06971896	  0.00525630	
200512	 -0.03004014	 -0.07677511	 -0.00231570	
200601	 -0.05891448	 -0.04790945	  0.02587337	
200602	 -0.05821992	 -0.03921108	 -0.01858655	
200603	 -0.01029733	  0.03480154	  0.01001562	
200604	  0.00730966	  0.01804054	  0.01515045	
200605	 -0.02280716	  0.01058478	  0.02696833	
200606	 -0.06740162	  0.00259863	  0.03532918	
200607	  0.00383766	 -0.00107279	  0.05356303	
200608	  0.01523620	 -0.02627941	 -0.04043587	
200609	 -0.05998807	 -0.04386213	 -0.00612046	
200610	  0.03215512	  0.06003139	  0.04816679	
200611	 -0.01067151	  0.03967166	  0.01679226	
200612	  0.03250448	  0.02183593	 -0.00944379	
200701	  0.04154621	  0.01440273	  0.01448124	
200702	  0.00252974	  0.04274487	  0.03007722	
200703	 -0.03559176	 -0.02657241	  0.02356034	
200704	 -0.01302164	  0.00673130	  0.00847236	
200705	  0.02895535	  0.06301923	  0.02482965	
200706	  0.05694429	  0.08685991	  0.01488787	
200707	  0.00100051	 -0.00854255	  0.03001257	
200708	 -0.15171928	 -0.19051409	 -0.01704502	
200709	 -0.04735408	 -0.03564821	  0.03375692	
200710	 -0.19054232	 -0.04605130	  0.05527637	
200711	 -0.16253728	 -0.01972022	  0.01185688	
200712	 -0.03755896	  0.03400620	  0.05016117	
200801	 -0.16003921	 -0.06347357	 -0.12464677	
200802	  0.08547873	 -0.01051027	  0.00570883	
200803	 -0.26860734	 -0.15237362	  0.06220604	
200804	  0.03058907	  0.10597648	  0.10850528	
200805	 -0.01966367	 -0.00896951	  0.06724338	
200806	 -0.09083879	 -0.04089600	  0.05542485	
200807	 -0.17488113	 -0.07362240	 -0.09005918	
200808	 -0.00465740	  0.02562226	  0.01547069	
200809	 -0.08915125	 -0.23607613	 -0.12729462	
200810	 -0.23063104	 -0.05807731	 -0.07759627	
200811	  0.07285696	  0.14392016	 -0.06049788	
200812	 -0.29283337	 -0.18703439	 -0.07735741	
200901	 -0.07537144	 -0.18043905	  0.04792359	
200902	 -0.04120228	  0.02404117	  0.00317325	
200903	 -0.10013407	 -0.02858879	 -0.03729287	
200904	 -0.09567185	 -0.04062426	  0.03227874	
200905	 -0.06379784	  0.07340673	  0.04611157	
200906	 -0.03886443	  0.01764350	 -0.03908300	
200907	  0.07951180	  0.03898621	  0.01423822	
200908	 -0.01402354	 -0.00264754	 -0.02618198	
200909	  0.00985078	  0.05661815	  0.06417523	
200910	 -0.05795905	 -0.04743964	  0.06779421	
200911	 -0.02919912	 -0.00540055	 -0.00784823	
200912	  0.12457122	 -0.00272364	  0.00532820	
201001	  0.06031258	  0.10964930	 -0.01306015	
201002	  0.01807609	  0.03466441	  0.00242064	
201003	  0.01571854	  0.02728188	 -0.06033260	
201004	 -0.04557385	 -0.03508989	  0.00068506	
201005	 -0.07651245	 -0.02263729	 -0.02796346	
201006	 -0.05553219	  0.01203646	  0.00943466	
201007	 -0.00955588	  0.00864252	  0.03564170	
201008	  0.00480047	  0.02756164	  0.04128929	
201009	 -0.03401535	  0.07561982	  0.02392887	
201010	 -0.04475989	 -0.05345980	  0.02499808	
201011	 -0.00996265	  0.00469490	  0.02230162	
201012	  0.02135295	  0.06915352	  0.02480090	
201101	 -0.00684602	 -0.00033657	  0.01065353	
201102	 -0.01120510	  0.00385747	 -0.01067225	
201103	 -0.03223727	 -0.01530515	  0.00162564	
201104	  0.00989735	  0.02012910	 -0.05765972	
201105	  0.01796881	  0.02244471	 -0.02308559	
201106	 -0.00845188	  0.02612377	 -0.01420663	
201107	 -0.01325390	  0.01517956	 -0.00405624	
201108	 -0.05106715	 -0.04869923	 -0.04074205	
201109	  0.01194738	  0.02878014	 -0.07359900	
201110	 -0.04345778	  0.02450763	  0.08841387	
201111	 -0.09575727	 -0.02617073	  0.02953035	
201112	  0.01033451	  0.05193653	 -0.01218820	
201201	  0.01974677	  0.05270596	 -0.02367872	
201202	  0.03179238	  0.00895533	  0.02976903	
201203	 -0.01868140	 -0.00881800	 -0.06276077	
201204	  0.00943795	 -0.01457929	  0.00577801	
201205	  0.08322999	 -0.00808223	 -0.00048341	
201206	  0.01793469	 -0.00316756	  0.00140522	
201207	  0.01667418	  0.09978269	  0.00302545	
201208	 -0.04170068	 -0.02228017	 -0.00132828	
201209	  0.04699671	  0.03621041	 -0.02670416	
201210	 -0.03318937	 -0.04241202	  0.00005951	
201211	 -0.01271039	 -0.05905035	 -0.02064524	
201212	  0.01120303	  0.02942635	  0.01401274	
201301	  0.01553513	  0.02747772	 -0.02552632	
201302	 -0.02508930	 -0.01669682	 -0.00664380	
201303	  0.02612530	  0.07243652	  0.00589170	
201304	 -0.00237884	 -0.01649379	 -0.02093377	
201305	 -0.00279582	  0.01133007	  0.00337410	
201306	 -0.00374636	  0.04201455	 -0.01497155	
201307	 -0.01636238	  0.00782930	  0.00220108	
201308	 -0.03710362	  0.00582005	  0.01323187	
201309	 -0.03878539	 -0.02247098	 -0.01834883	
201310	  0.05287132	  0.09533879	 -0.02097950	
201311	 -0.08821421	  0.02082627	 -0.02898527	
201312	  0.03035291	  0.01606856	 -0.00027609	
201401	 -0.00940997	  0.01854965	  0.02553811	
201402	  0.02990096	  0.03322283	 -0.00932216	
201403	 -0.00316944	  0.02291018	  0.02370310	
201404	 -0.00623576	 -0.00755247	 -0.04995614	
201405	 -0.07062110	 -0.02301285	  0.00002498	
201406	  0.04015977	  0.07497863	  0.01384509	
201407	  0.02417247	  0.03522272	 -0.00776938	
201408	 -0.00259988	 -0.00325254	  0.00240653	
201409	 -0.01241187	  0.00127013	  0.01448725	
201410	  0.03564985	  0.05595290	  0.04633230	
201411	 -0.03758972	 -0.02118369	 -0.01365758	
201412	  0.03491898	  0.05786910	  0.02740803	
201501	  0.00004829	  0.02430311	 -0.01779216	
201502	 -0.01461482	  0.00036201	 -0.01543352	
201503	 -0.04184262	 -0.01611543	  0.00286645	
201504	 -0.00295714	  0.02575288	  0.00379702	
201505	  0.02213537	  0.02115604	  0.03364162	
201506	  0.00040192	  0.01095355	  0.01529581	
201507	  0.02231977	  0.02260861	  0.00922343	
201508	  0.02517397	  0.06094483	  0.00159844	
201509	 -0.10639567	 -0.07761900	  0.00539347	
201510	  0.00808652	  0.07909316	 -0.06154080	
201511	 -0.07028534	 -0.03221413	  0.03697156	
201512	 -0.01064323	 -0.01867719	 -0.00407437	
201601	 -0.04583128	  0.00029639	 -0.04529135	
201602	  0.00321157	  0.05034607	 -0.02691575	
201603	 -0.02159285	  0.00341498	 -0.01799166	
201604	  0.06902965	  0.09093821	  0.01915936	
201605	 -0.04375034	 -0.06111809	 -0.00902774	
201606	 -0.02278174	 -0.02848208	  0.02012421	
201607	  0.02184571	  0.00936166	 -0.01290993	
201608	  0.00715801	 -0.02499689	  0.00593376	
201609	 -0.04110673	 -0.03335786	  0.02603958	
201610	  0.06409818	  0.08974885	 -0.01267956	
201611	 -0.07646838	 -0.02265029	  0.02104464	
201612	 -0.00643907	  0.04886347	 -0.02617386	
201701	  0.05821388	  0.06472124	  0.00658779	
201702	 -0.07813466	 -0.03356921	 -0.04900065	
201703	 -0.00533655	 -0.01812255	 -0.03731409	
201704	 -0.02074448	  0.02507294	 -0.01783388	
201705	  0.08117669	  0.06092593	 -0.02653141	
201706	  0.04191089	  0.02973235	  0.00671422	
201707	 -0.01866177	  0.01433899	  0.01200047	
201708	  0.04041461	  0.07402414	 -0.02368769	
201709	  0.04814722	  0.05297706	 -0.00297494	
201710	  0.02648324	  0.03018097	 -0.03785089	
201711	  0.03729704	  0.02142394	  0.00648892	
201712	  0.03739012	  0.04371157	  0.03916713	
201801	 -0.05284315	 -0.01143389	 -0.01426162	
201802	  0.00644634	  0.03283312	  0.02313434	
201803	  0.02955519	  0.08503151	  0.00209090	
201804	 -0.08088896	 -0.01520635	  0.03112780	
201805	  0.02564666	  0.08501416	  0.03830835	
201806	  0.10188811	  0.13067643	 -0.00363925	
201807	 -0.02169927	 -0.02426954	 -0.00138384	
201808	  0.09012232	  0.03971412	 -0.02458220	
201809	 -0.03934288	  0.06117118	  0.00403882	
201810	 -0.06710314	 -0.03032836	 -0.01147793	
201811	  0.01562183	  0.04025882	  0.03201622	
201812	 -0.06539280	 -0.04090002	 -0.00434309	
201901	 -0.03275925	 -0.03083027	  0.03639193	
201902	  0.03813802	  0.11650389	 -0.00667559	
201903	 -0.00396951	  0.00982808	 -0.00484310	
201904	  0.02881598	  0.05670494	 -0.02717720	
201905	 -0.02014257	 -0.01476743	 -0.01256093	
201906	 -0.08835321	 -0.05538489	 -0.02371270	
201907	  0.07235752	  0.06916361	 -0.00983764	
201908	  0.04859929	  0.02311380	 -0.01478507	
201909	 -0.04756924	 -0.02569818	 -0.03895158	
201910	 -0.06783484	  0.00102470	 -0.00169917	
201911	 -0.05018713	  0.03540106	  0.01198894	
201912	 -0.01633266	  0.02769902	  0.00029492	
202001	 -0.01038109	  0.01704884	 -0.00487802	
202002	  0.01377438	  0.02023541	  0.02191760	
202003	 -0.21895736	 -0.14231866	 -0.14708832	
202004	  0.03235809	 -0.00383764	  0.13153574	
202005	 -0.07487478	 -0.10304038	  0.05717267	
202006	 -0.01314641	  0.02378835	  0.06217612	
202007	  0.03673438	  0.07865682	 -0.01202724	
202008	 -0.00047211	 -0.02040806	  0.03476342	
202009	 -0.09357124	 -0.11319520	 -0.01195429	
202010	 -0.05345971	  0.02002818	  0.03863318	
202011	  0.05196820	  0.06852073	  0.04859846	
202012	  0.01590522	  0.01504142	  0.06119924	
